input,output
"{'key': 'PZFVISYBXMCPDS-UHFFFAOYSA-N', 'input': 'CCC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12', 'text': 'CCC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12'}",{'outcome': 0.34289446473121604}
"{'key': 'RZPOCZHUFDCVQZ-UHFFFAOYSA-N', 'input': 'CC(Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1', 'text': 'CC(Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1'}",{'outcome': 0.10396039485931301}
"{'key': 'ALKOZRMIHXYOHB-UHFFFAOYSA-N', 'input': 'O=C1NCC(c2ccc(F)cc2)C12CCN(C1COCCC1(O)c1ccccc1)CC2', 'text': 'O=C1NCC(c2ccc(F)cc2)C12CCN(C1COCCC1(O)c1ccccc1)CC2'}",{'outcome': 0.084158413112163}
"{'key': 'VGDDOIZXGFJDRC-UHFFFAOYSA-N', 'input': 'COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCCCC(=O)OC2CN3CCC2CC3)CC1OC', 'text': 'COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCCCC(=O)OC2CN3CCC2CC3)CC1OC'}",{'outcome': 0.042079206556081}
"{'key': 'WDLCRPUFOKJNEU-UHFFFAOYSA-N', 'input': 'C[N+]1CCCC1c1cccnc1', 'text': 'C[N+]1CCCC1c1cccnc1'}",{'outcome': 0.08374587446451101}
"{'key': 'SNICXCGAKADSCV-UHFFFAOYSA-N', 'input': 'CN1CCCC1c1cccnc1', 'text': 'CN1CCCC1c1cccnc1'}",{'outcome': 0.449422448873519}
"{'key': 'RWUSOKGVCNRFRC-UHFFFAOYSA-N', 'input': 'CC(C)(C)C(NC(=O)OCCO)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1', 'text': 'CC(C)(C)C(NC(=O)OCCO)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1'}",{'outcome': 0.019801979884505}
"{'key': 'MEXOYMZYZADMKI-UHFFFAOYSA-N', 'input': 'CC(Oc1cccc2ncnc(Nc3ccc4c(cnn4-c4ccccn4)c3)c12)C(=O)N(C)C', 'text': 'CC(Oc1cccc2ncnc(Nc3ccc4c(cnn4-c4ccccn4)c3)c12)C(=O)N(C)C'}",{'outcome': 0.21287128329277002}
"{'key': 'ISMDFYMIOSVVKL-UHFFFAOYSA-N', 'input': 'CC(C)(O)C1C=CC(C(c2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)=CN1', 'text': 'CC(C)(O)C1C=CC(C(c2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)=CN1'}",{'outcome': 0.0}
"{'key': 'CIJTVUQEURKBDL-UHFFFAOYSA-N', 'input': 'CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O', 'text': 'CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O'}",{'outcome': 0.009900989942252001}
"{'key': 'YKVGZZSPPYJECO-UHFFFAOYSA-N', 'input': 'CC(c1ccc(-c2cccc(-c3noc(=O)[nH]3)c2)cc1)C(N)C(=O)N1CCC(F)C1', 'text': 'CC(c1ccc(-c2cccc(-c3noc(=O)[nH]3)c2)cc1)C(N)C(=O)N1CCC(F)C1'}",{'outcome': 0.042079206556081}
"{'key': 'XFLMPAVFJGLLHK-UHFFFAOYSA-N', 'input': 'Cc1cc(CN2CC(N)C(C(=O)C3CCCC3C#N)C2)cc(C)c1C#N', 'text': 'Cc1cc(CN2CC(N)C(C(=O)C3CCCC3C#N)C2)cc(C)c1C#N'}",{'outcome': 0.05940594151616001}
"{'key': 'KFEAQGNOINWFSL-UHFFFAOYSA-N', 'input': 'Fc1cccc2c(C3CNCCC3F)c(-c3ccccc3)[nH]c12', 'text': 'Fc1cccc2c(C3CNCCC3F)c(-c3ccccc3)[nH]c12'}",{'outcome': 0.995049476623535}
"{'key': 'CAGZIBHOJDZLGX-UHFFFAOYSA-N', 'input': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(-c5ccccc5)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1', 'text': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(-c5ccccc5)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1'}",{'outcome': 0.871287107467651}
"{'key': 'KFEAQGNOINWFSL-UHFFFAOYSA-N', 'input': 'Fc1cccc2c(C3CNCCC3F)c(-c3ccccc3)[nH]c12', 'text': 'Fc1cccc2c(C3CNCCC3F)c(-c3ccccc3)[nH]c12'}",{'outcome': 0.995049476623535}
"{'key': 'ZNHZMFMDDLFSPW-UHFFFAOYSA-N', 'input': 'COc1cc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc(OC)c1', 'text': 'COc1cc(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)cc(OC)c1'}",{'outcome': 0.7141088843345641}
"{'key': 'FTEPMVFWUZEGMB-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN(c2cc(C)ccc2F)CC1(CCCN(C)C)c1ccccc1', 'text': 'CC(=O)C1=NN(c2cc(C)ccc2F)CC1(CCCN(C)C)c1ccccc1'}",{'outcome': 0.896039605140686}
"{'key': 'KFKPYSORIJDHRO-UHFFFAOYSA-N', 'input': 'CC(C(O)c1ccc2c(c1)CN(C)C(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1', 'text': 'CC(C(O)c1ccc2c(c1)CN(C)C(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1'}",{'outcome': 0.9752475023269651}
"{'key': 'VCXXQIVAVCLUOT-UHFFFAOYSA-N', 'input': 'CCc1nc2ccc3c(c2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3', 'text': 'CCc1nc2ccc3c(c2s1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3'}",{'outcome': 0.7178217768669121}
"{'key': 'GLSSNBLKKWINSD-UHFFFAOYSA-N', 'input': 'COc1ccc(-c2nc(CCOc3cccc(CC4C(=O)N(c5ccc(C(C)(C)C)cc5)C4C(=O)O)c3)c(C)o2)cc1', 'text': 'COc1ccc(-c2nc(CCOc3cccc(CC4C(=O)N(c5ccc(C(C)(C)C)cc5)C4C(=O)O)c3)c(C)o2)cc1'}",{'outcome': 0.8910890817642211}
"{'key': 'DHUATBAZHILHIC-UHFFFAOYSA-N', 'input': 'Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(OC(C)C(=O)O)c1', 'text': 'Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(OC(C)C(=O)O)c1'}",{'outcome': 0.782178223133087}
"{'key': 'DSRUIFDXWAYHHS-UHFFFAOYSA-N', 'input': 'Cc1ccc(C2(O)CCN(C(C)C(O)c3ccc4c(c3)CCC(=O)N4)CC2)cc1', 'text': 'Cc1ccc(C2(O)CCN(C(C)C(O)c3ccc4c(c3)CCC(=O)N4)CC2)cc1'}",{'outcome': 0.9801980257034301}
"{'key': 'CMBQRLAOLALFJJ-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN2c3cc(Cl)ccc3OCC2C1(CCCN1CCOCC1)c1ccccc1', 'text': 'CC(=O)C1=NN2c3cc(Cl)ccc3OCC2C1(CCCN1CCOCC1)c1ccccc1'}",{'outcome': 0.9603960514068601}
"{'key': 'PVISFTMIHRDVDS-UHFFFAOYSA-N', 'input': 'COc1cc(Cl)ccc1OC(c1ccccc1)C1CNCCO1', 'text': 'COc1cc(Cl)ccc1OC(c1ccccc1)C1CNCCO1'}",{'outcome': 0.879537940025329}
"{'key': 'SGTNSNPWRIOYBX-UHFFFAOYSA-N', 'input': 'COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC', 'text': 'COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC'}",{'outcome': 1.0}
"{'key': 'OXZKVOKBUMLJAE-UHFFFAOYSA-N', 'input': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(C5COC5)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1', 'text': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(C5COC5)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1'}",{'outcome': 0.935643553733825}
"{'key': 'RMNSTABIWGFSQE-UHFFFAOYSA-N', 'input': 'CN(C)C(=O)N1CC(c2cc(F)ccc2F)=CC1(CCCN)c1ccccc1', 'text': 'CN(C)C(=O)N1CC(c2cc(F)ccc2F)=CC1(CCCN)c1ccccc1'}",{'outcome': 0.418788313865661}
"{'key': 'KJUDPHSYLGLADQ-UHFFFAOYSA-N', 'input': 'CCn1nc(Cc2ccc(C3COC3)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1', 'text': 'CCn1nc(Cc2ccc(C3COC3)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1'}",{'outcome': 0.9752475023269651}
"{'key': 'VCOUEHUEFUDZIS-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1)C1CC1', 'text': 'NC(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1)C1CC1'}",{'outcome': 0.970297038555145}
"{'key': 'DLNAKYFPFYUBDR-UHFFFAOYSA-N', 'input': 'Nc1ccc(C(=O)N2CC3CC(CN(Cc4ccccc4)C3)C2)cc1', 'text': 'Nc1ccc(C(=O)N2CC3CC(CN(Cc4ccccc4)C3)C2)cc1'}",{'outcome': 0.9900990128517151}
"{'key': 'IKACRWYHQXOSGM-UHFFFAOYSA-N', 'input': 'CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CNC', 'text': 'CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CNC'}",{'outcome': 0.9603960514068601}
"{'key': 'DLNAKYFPFYUBDR-UHFFFAOYSA-N', 'input': 'Nc1ccc(C(=O)N2CC3CC(CN(Cc4ccccc4)C3)C2)cc1', 'text': 'Nc1ccc(C(=O)N2CC3CC(CN(Cc4ccccc4)C3)C2)cc1'}",{'outcome': 0.9900990128517151}
"{'key': 'IKACRWYHQXOSGM-UHFFFAOYSA-N', 'input': 'CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CNC', 'text': 'CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CNC'}",{'outcome': 0.9603960514068601}
"{'key': 'SCQDFAONTBDEIU-UHFFFAOYSA-N', 'input': 'CC(C(=O)NC1(c2ccccc2)CCC(N2CCN(c3ccccc3)C(=O)C2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(C(=O)NC1(c2ccccc2)CCC(N2CCN(c3ccccc3)C(=O)C2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.9339933991432191}
"{'key': 'IMGGWISNLMKMPR-UHFFFAOYSA-N', 'input': 'CN1C2CCCC1CN(CC(=O)c1nn(C)c3ccccc13)C2', 'text': 'CN1C2CCCC1CN(CC(=O)c1nn(C)c3ccccc13)C2'}",{'outcome': 0.8663366436958311}
"{'key': 'DKNDOKIVCXTFHJ-UHFFFAOYSA-N', 'input': 'CC1(C)CC(CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1', 'text': 'CC1(C)CC(CN2CCC(F)(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)CCO1'}",{'outcome': 0.995049476623535}
"{'key': 'KSQMVWHPUVEXGK-UHFFFAOYSA-N', 'input': 'COCCCCC(=NOCC[NH])c1ccc(C(F)(F)F)cc1', 'text': 'COCCCCC(=NOCC[NH])c1ccc(C(F)(F)F)cc1'}",{'outcome': 0.7153111696243281}
"{'key': 'BYGHXMKCHHHFAS-UHFFFAOYSA-N', 'input': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OCC(F)(F)F)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1', 'text': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OCC(F)(F)F)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1'}",{'outcome': 0.831683158874511}
"{'key': 'CJOFXWAVKWHTFT-UHFFFAOYSA-N', 'input': 'COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1', 'text': 'COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1'}",{'outcome': 0.5172795653343201}
"{'key': 'DJBNUMBKLMJRSA-UHFFFAOYSA-N', 'input': 'O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F', 'text': 'O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F'}",{'outcome': 0.9158415794372551}
"{'key': 'YFWOOEBYKGJCJO-UHFFFAOYSA-N', 'input': '[O-][S+](c1ccccc1)c1ccc(C=Cc2ccc(F)cc2)nc1', 'text': '[O-][S+](c1ccccc1)c1ccc(C=Cc2ccc(F)cc2)nc1'}",{'outcome': 0.858910918235778}
"{'key': 'DJBNUMBKLMJRSA-UHFFFAOYSA-N', 'input': 'O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F', 'text': 'O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F'}",{'outcome': 0.9158415794372551}
"{'key': 'KNEOFETYPLKNAE-UHFFFAOYSA-N', 'input': 'C[N+](C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21', 'text': 'C[N+](C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21'}",{'outcome': 0.970297038555145}
"{'key': 'WSEQXVZVJXJVFP-UHFFFAOYSA-N', 'input': 'CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21', 'text': 'CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21'}",{'outcome': 0.9900990128517151}
"{'key': 'MDTAKMHHAHITNR-UHFFFAOYSA-N', 'input': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccccc4)nn3CC)CC2)C(c2cccc(F)c2)C1', 'text': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccccc4)nn3CC)CC2)C(c2cccc(F)c2)C1'}",{'outcome': 0.029702970758080004}
"{'key': 'NMZKSRUUENLYFV-UHFFFAOYSA-N', 'input': 'CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccccn3)cc1)C2', 'text': 'CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccccn3)cc1)C2'}",{'outcome': 0.054455444216728}
"{'key': 'VUTDWPBZQRKLRF-UHFFFAOYSA-N', 'input': 'CN(C(=O)c1ccc(-c2ccccn2)cc1)C1CCc2cc(CN3CCS(=O)(=O)CC3)ccc2C1', 'text': 'CN(C(=O)c1ccc(-c2ccccn2)cc1)C1CCc2cc(CN3CCS(=O)(=O)CC3)ccc2C1'}",{'outcome': 0.04455445706844301}
"{'key': 'WLOBUUJURNEQCL-UHFFFAOYSA-N', 'input': 'CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C', 'text': 'CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C'}",{'outcome': 0.37128713726997303}
"{'key': 'CLONKDIKSCVALV-UHFFFAOYSA-N', 'input': 'COc1ccc(C(C#N)(CCC[NH])C(C)C)cc1OC', 'text': 'COc1ccc(C(C#N)(CCC[NH])C(C)C)cc1OC'}",{'outcome': 0.34653463959693903}
"{'key': 'LJRLAJVWAFFRLV-UHFFFAOYSA-N', 'input': 'CC1CNCC2Cc3ccc(COCC4CC4)nc3N12', 'text': 'CC1CNCC2Cc3ccc(COCC4CC4)nc3N12'}",{'outcome': 0.062706269323825}
"{'key': 'ZNGNLXZBVWXEKM-UHFFFAOYSA-N', 'input': 'O=C(Cc1cc(Nc2ncnc3cc(OCCCN4CCCC4CO)ccc23)n[nH]1)Nc1cccc(F)c1F', 'text': 'O=C(Cc1cc(Nc2ncnc3cc(OCCCN4CCCC4CO)ccc23)n[nH]1)Nc1cccc(F)c1F'}",{'outcome': 0.024752475321292003}
"{'key': 'KALSMXLQRKFVPO-UHFFFAOYSA-N', 'input': 'COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN1CCCC1CO', 'text': 'COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN1CCCC1CO'}",{'outcome': 0.0}
"{'key': 'WSIXKAHFCWLWHX-UHFFFAOYSA-N', 'input': 'C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OCCCC=Cc1ccc3ccnc(c3c1)O2)C(=O)NS(=O)(=O)C1CC1', 'text': 'C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OCCCC=Cc1ccc3ccnc(c3c1)O2)C(=O)NS(=O)(=O)C1CC1'}",{'outcome': 0.13696369528770402}
"{'key': 'GTKCZSXHQIQSPL-UHFFFAOYSA-N', 'input': 'CC(=O)N1CCN(CCCC2(c3ccccc3)CC(c3cc(F)ccc3F)=NN2C(C)=O)CC1', 'text': 'CC(=O)N1CCN(CCCC2(c3ccccc3)CC(c3cc(F)ccc3F)=NN2C(C)=O)CC1'}",{'outcome': 0.06930693238973601}
"{'key': 'RLDCTYNUILGEQM-UHFFFAOYSA-N', 'input': 'O=C(CCc1ccccc1)NC1CCC(c2ccc(O)cc2)CC1', 'text': 'O=C(CCc1ccccc1)NC1CCC(c2ccc(O)cc2)CC1'}",{'outcome': 0.0049504949711260005}
"{'key': 'FPUUYDBYWLFVMA-UHFFFAOYSA-N', 'input': 'O=C(CCc1cccnc1)NC1CCC(c2ccc(O)cc2)CC1', 'text': 'O=C(CCc1cccnc1)NC1CCC(c2ccc(O)cc2)CC1'}",{'outcome': 0.009900989942252001}
"{'key': 'SRQOKQFDYYWIEA-UHFFFAOYSA-N', 'input': 'O=C(CCc1ccccn1)NC1CCC(c2ccc(O)cc2)CC1', 'text': 'O=C(CCc1ccccn1)NC1CCC(c2ccc(O)cc2)CC1'}",{'outcome': 0.0049504949711260005}
"{'key': 'JIHJKNMBUYNINN-UHFFFAOYSA-N', 'input': 'O=C(CCc1ccccc1)NC1CCC(O)(c2ccc(O)cc2)CC1', 'text': 'O=C(CCc1ccccc1)NC1CCC(O)(c2ccc(O)cc2)CC1'}",{'outcome': 0.009900989942252001}
"{'key': 'WHIWOTLPHYDESG-UHFFFAOYSA-N', 'input': 'Cc1cc(O)ccc1C1CCC(NC(=O)CCc2ccccc2)CC1', 'text': 'Cc1cc(O)ccc1C1CCC(NC(=O)CCc2ccccc2)CC1'}",{'outcome': 0.0049504949711260005}
"{'key': 'TVARSTZCSSBQNQ-UHFFFAOYSA-N', 'input': 'O=C(CCc1ccccc1)NC1CCC(O)(c2ccc(O)c(F)c2)CC1', 'text': 'O=C(CCc1ccccc1)NC1CCC(O)(c2ccc(O)c(F)c2)CC1'}",{'outcome': 0.0}
"{'key': 'XDSKICAQKGYYJF-UHFFFAOYSA-N', 'input': 'NC1CN(C(=O)c2cnc3ccccc3n2)CC1C(=O)N1CCCC1', 'text': 'NC1CN(C(=O)c2cnc3ccccc3n2)CC1C(=O)N1CCCC1'}",{'outcome': 0.014851485379040002}
"{'key': 'FAKRSMQSSFJEIM-UHFFFAOYSA-N', 'input': 'CC(CS)C(=O)N1CCCC1C(=O)O', 'text': 'CC(CS)C(=O)N1CCCC1C(=O)O'}",{'outcome': 0.019801979884505}
"{'key': 'OROGSEYTTFOCAN-UHFFFAOYSA-N', 'input': 'COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341', 'text': 'COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341'}",{'outcome': 0.0049504949711260005}
"{'key': 'OROGSEYTTFOCAN-UHFFFAOYSA-N', 'input': 'COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341', 'text': 'COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341'}",{'outcome': 0.0049504949711260005}
"{'key': 'HTBMJZQKUYGPEX-UHFFFAOYSA-N', 'input': 'COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC([N+](C)C)C3O)C2C)OC(C)C1O', 'text': 'COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC([N+](C)C)C3O)C2C)OC(C)C1O'}",{'outcome': 0.014851485379040002}
"{'key': 'KFCPOTABOSFYOA-UHFFFAOYSA-N', 'input': 'CN(C)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1', 'text': 'CN(C)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1'}",{'outcome': 0.009900989942252001}
"{'key': 'YJAPXTJNXJHOJK-UHFFFAOYSA-N', 'input': 'CN(C(=O)c1ccc(-c2ccc(F)cc2)nc1)C1CCc2cc(CN3CCNC(=O)C3)ccc2C1', 'text': 'CN(C(=O)c1ccc(-c2ccc(F)cc2)nc1)C1CCc2cc(CN3CCNC(=O)C3)ccc2C1'}",{'outcome': 0.08580858260393101}
"{'key': 'AFLYNEOQVCMCBV-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCCC1)C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1', 'text': 'NC(C(=O)N1CCCC1)C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1'}",{'outcome': 0.0}
"{'key': 'PNEUWEAIHJAZMP-UHFFFAOYSA-N', 'input': 'COCc1ccc(-n2cc(C3CC[N+](CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1', 'text': 'COCc1ccc(-n2cc(C3CC[N+](CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1'}",{'outcome': 0.06435643881559301}
"{'key': 'MYBGWENAVMIGMM-UHFFFAOYSA-N', 'input': 'CN1CCC(N(C)C(=O)N2CC(c3cc(F)ccc3F)=CC2(CO)c2ccccc2)C(F)C1', 'text': 'CN1CCC(N(C)C(=O)N2CC(c3cc(F)ccc3F)=CC2(CO)c2ccccc2)C(F)C1'}",{'outcome': 0.0}
"{'key': 'RJVRDLDDCGQDGE-UHFFFAOYSA-N', 'input': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC)c(OC)c4)nn3CC)CC2)C(c2cccc(F)c2)C1', 'text': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC)c(OC)c4)nn3CC)CC2)C(c2cccc(F)c2)C1'}",{'outcome': 0.0049504949711260005}
"{'key': 'ZMAHAONSAMATES-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCC(F)C1)C1CCC(NC(=O)OCc2ccccc2)CC1', 'text': 'NC(C(=O)N1CCC(F)C1)C1CCC(NC(=O)OCc2ccccc2)CC1'}",{'outcome': 0.0}
"{'key': 'YDJNEXNYNQFHSZ-UHFFFAOYSA-N', 'input': 'CC(C)Oc1cc(C(C2=CNC(C(O)(C(F)(F)F)C(F)(F)F)S2)c2ccc[n+]([O-])c2)ccc1OC(F)F', 'text': 'CC(C)Oc1cc(C(C2=CNC(C(O)(C(F)(F)F)C(F)(F)F)S2)c2ccc[n+]([O-])c2)ccc1OC(F)F'}",{'outcome': 0.0}
"{'key': 'YDJNEXNYNQFHSZ-UHFFFAOYSA-N', 'input': 'CC(C)Oc1cc(C(C2=CNC(C(O)(C(F)(F)F)C(F)(F)F)S2)c2ccc[n+]([O-])c2)ccc1OC(F)F', 'text': 'CC(C)Oc1cc(C(C2=CNC(C(O)(C(F)(F)F)C(F)(F)F)S2)c2ccc[n+]([O-])c2)ccc1OC(F)F'}",{'outcome': 0.0}
"{'key': 'RIZTTWNWHUZNED-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCSC1)C1CCC(NC(=O)c2ccccc2C(F)(F)F)CC1', 'text': 'NC(C(=O)N1CCSC1)C1CCC(NC(=O)c2ccccc2C(F)(F)F)CC1'}",{'outcome': 0.014851485379040002}
"{'key': 'FQMKIHAIJVUQMW-UHFFFAOYSA-M', 'input': 'C[N+]1C2CCC1C(C(=O)[O-])C(OC(=O)c1ccccc1)C2', 'text': 'C[N+]1C2CCC1C(C(=O)[O-])C(OC(=O)c1ccccc1)C2'}",{'outcome': 0.108910888433456}
"{'key': 'GVGYEFKIHJTNQZ-UHFFFAOYSA-N', 'input': 'CN1C2CCC1C(C(=O)O)C(OC(=O)c1ccccc1)C2', 'text': 'CN1C2CCC1C(C(=O)O)C(OC(=O)c1ccccc1)C2'}",{'outcome': 0.19059406220912903}
"{'key': 'NNJNAROWGAKUJQ-UHFFFAOYSA-N', 'input': 'Fc1ccc2c(C3CNCCC3F)c(-c3ccccc3)[nH]c2c1', 'text': 'Fc1ccc2c(C3CNCCC3F)c(-c3ccccc3)[nH]c2c1'}",{'outcome': 1.0}
"{'key': 'NNJNAROWGAKUJQ-UHFFFAOYSA-N', 'input': 'Fc1ccc2c(C3CNCCC3F)c(-c3ccccc3)[nH]c2c1', 'text': 'Fc1ccc2c(C3CNCCC3F)c(-c3ccccc3)[nH]c2c1'}",{'outcome': 1.0}
"{'key': 'ZKEREZNJKGRMFY-UHFFFAOYSA-N', 'input': 'Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(S(C)(=O)=O)cc3)nc(-c3ccccn3)n2)n1', 'text': 'Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(S(C)(=O)=O)cc3)nc(-c3ccccn3)n2)n1'}",{'outcome': 0.47524753212928705}
"{'key': 'ZKMMUOFYONDNCU-UHFFFAOYSA-N', 'input': 'CC(C)(CCCN1CCC2CCCCC2C1)S(=O)(=O)c1ccccc1', 'text': 'CC(C)(CCCN1CCC2CCCCC2C1)S(=O)(=O)c1ccccc1'}",{'outcome': 0.6905940771102901}
"{'key': 'YPGNHGMZLLVIHB-UHFFFAOYSA-N', 'input': 'CN(C)C(=O)C(c1ccc(-c2ccc(F)cc2)cc1)C(N)C(=O)N1CCC(F)C1', 'text': 'CN(C)C(=O)C(c1ccc(-c2ccc(F)cc2)cc1)C(N)C(=O)N1CCC(F)C1'}",{'outcome': 0.806930720806121}
"{'key': 'MBPICXUBVCOQJO-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN1CCNCC1)c1ccccc1', 'text': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN1CCNCC1)c1ccccc1'}",{'outcome': 0.9554455280303951}
